iteration,valid_logloss
208,0.3201792937397775
209,0.3201461059046298
210,0.3202916520005905
211,0.3202321124246797
212,0.32029776820228145
213,0.3202621150093637
214,0.3201957823652363
215,0.3201594795282863
216,0.32018792377008914
217,0.32021147688927337
218,0.32030802005445413
219,0.32072099557948935
220,0.32065479139470693
221,0.32062979326309865
222,0.32065395581088074
223,0.3205608902957678
224,0.32054768248165805
225,0.3205444762775281
226,0.3207714513804549
227,0.32065826626957894
228,0.32068697752145736
229,0.32079525407745646
230,0.321066700891833
231,0.3212498529942653
232,0.3213275373136321
233,0.32138030994162026
234,0.32134179648325684
235,0.32122419771934574
236,0.3212173437547746
237,0.32123082432477595
238,0.3213616033668447
239,0.3213723121162127
240,0.32145010147641373
241,0.32156320423851803
242,0.32159449154982794
243,0.3210914284478415
244,0.3216621442648297
245,0.3216365247448674
246,0.32165015759912013
247,0.321780248061457
248,0.3217883173297324
249,0.3218175502016212
250,0.3218465882049529
251,0.32252793431700233
252,0.32266570947851714
253,0.3225748714735404
254,0.32253809074497364
255,0.3225313411239558
256,0.3226147379548893
257,0.3228456310578223
258,0.32287340129497744
259,0.322879971206992
260,0.3227800883898754
261,0.3230429265218115
262,0.32302554796997623
263,0.3230596733841179
264,0.32300403722327425
265,0.32301296757712267
266,0.32308356133846095
267,0.32305793402425764
268,0.32310079400147923
269,0.3232327955942462
270,0.3232380708152946
271,0.32340315808187453
272,0.32339642691330306
273,0.32379024624418296
274,0.32359121380754996
275,0.32361106943604584
276,0.3236604824288906
277,0.3237091696519668
278,0.324124369898336
279,0.3241665811311639
280,0.3240593589321689
281,0.3240224091228148
282,0.32406403858372423
283,0.3241744512745302
284,0.32423995614401635
285,0.3248079558762357
286,0.32488909681486666
287,0.3249435141962917
288,0.32493594267379844
289,0.32497003713994693
290,0.32493410553164986
291,0.32512210126134106
292,0.3250044278325926
293,0.325033348601716
294,0.3252104198506625
295,0.32505938119707384
296,0.3259247457026262
297,0.325884319031487
298,0.3259394230133352
299,0.3261242203668113
300,0.3260815024842869
301,0.326062430393543
302,0.3260612487577438
303,0.32605783933651145
304,0.326048589943714
305,0.3266328089705976
306,0.32743218682790864
307,0.3274414473021752
308,0.32744509111704656
309,0.32746686882306597
310,0.32771070385846324
311,0.32769706599242016
312,0.32768544496859653
313,0.32769141726094314
314,0.32782871446873485
315,0.32784967693191114
316,0.3278278375314754
317,0.327822507521549
318,0.32780469107335275
319,0.3279591437809454
320,0.3279332652122424
321,0.3278466751037424
322,0.327781925355428
323,0.32774430628033696
324,0.3275717194971934
325,0.3275649187668422
326,0.3275538849202888
327,0.3276516461157197
328,0.32762304533858383
329,0.32760895881675195
330,0.3276550332765849
331,0.3276763526429743
332,0.3281647414767183
333,0.3281962568571404
334,0.32874093404607946
335,0.32869500847494776
336,0.32876142229165617
337,0.3287045081677857
338,0.3286066586952051
339,0.32878878153025365
340,0.32875833105258434
341,0.3288501233772994
342,0.32888396099048944
343,0.3289454718081275
344,0.3288938211938482
345,0.3288496930829756
346,0.32891963300716803
347,0.3288931953076824
348,0.32875738228428775
349,0.3288616805744085
350,0.32882885351484925
351,0.3289117695790906
352,0.3288017656381644
353,0.32886190050206043
354,0.3288512332496799
355,0.3287717763390041
356,0.32877036031595375
357,0.3287667763015183
358,0.32880026550096464
359,0.32884078538321704
360,0.3288371212702346
361,0.32881375681400443
362,0.32879416934667355
363,0.3287831686770915
364,0.32879279425773184
365,0.32891061083063905
366,0.32888871397068203
367,0.3288828232638596
368,0.3289380827470548
369,0.3288705293332509
370,0.3296755883132033
371,0.32966242316461003
372,0.32958268698684523
373,0.32950978875426523
374,0.32950148618503666
375,0.32945770916318473
376,0.3295645719520531
377,0.3295020985026578
378,0.32947765046436356
379,0.32944325526123835
380,0.329429195016251
381,0.32951456730980316
382,0.32951754073346556
383,0.32953285260358833
384,0.32952504743075073
385,0.3294188545266197
386,0.3294233961443763
387,0.32942969867522937
388,0.32944388013557574
389,0.3294626628359888
390,0.32945790125771224
391,0.3295041191820729
392,0.32950972074798357
393,0.3294381116316104
394,0.3293985993611145
395,0.3293756185904055
396,0.32942344004636825
397,0.3294711603374346
398,0.32943342189083824
399,0.3294396221362033
400,0.3293227571306552
401,0.3292658519968478
402,0.32922745870139214
403,0.3292757101327647
404,0.3292965053649152
405,0.3292152021049696
406,0.32916649055477226
407,0.3291319361288044
408,0.3292824736328834
409,0.32916195797019265
410,0.3291414071125417
411,0.32913435892169535
412,0.32906447566231933
413,0.32908608628702085
414,0.3290552514927381
415,0.3289843896040669
416,0.32899849326390895
417,0.32898870532445956
418,0.3289650851005147
419,0.32899576630106636
420,0.3290712531491289
421,0.3290337676398989
422,0.32924234858129964
423,0.3292992897653594
424,0.3293068591482417
425,0.32930211276164906
426,0.32930570869068027
427,0.32927763894346906
428,0.32926427381576107
429,0.32949956315652607
430,0.32965928041214615
431,0.32954408209475533
432,0.329521218781563
433,0.3295697538561136
434,0.329596199847889
435,0.32962820614415306
436,0.32983032921238065
437,0.3298958696877753
438,0.32989325919719503
439,0.3298487834313646
440,0.32976402344953215
441,0.32976561281045086
442,0.3298420140551351
443,0.32983586255179603
444,0.32984255880503865
445,0.32977327092952174
446,0.32974569163772066
447,0.32959387404800394
448,0.3298356788759616
449,0.3298475400655009
450,0.32989880667924004
451,0.3298939570715441
452,0.3298147000806563
453,0.32982097221762596
454,0.32978060800813197
455,0.3299915971948234
456,0.33011401421440345
457,0.3300790466612076
458,0.33007872255483606
459,0.3300735710115963
460,0.3300765436923388
461,0.3300161833222097
462,0.3300145158718616
463,0.33016717904680143
464,0.33007300385225935
465,0.33009289277323606
466,0.3309271519124473
467,0.3310999768006541
468,0.3310913134152689
469,0.33109212315510794
470,0.3311256894981654
471,0.3311375199921359
472,0.33107140963475173
473,0.3310966497608762
474,0.33102619824494106
475,0.3309958840182471
476,0.33099067403937454
477,0.331146054721482
478,0.3311913875268411
479,0.3312503022101546
480,0.33117532379498826
481,0.33107650253299287
482,0.3309708908480553
483,0.3310248622538253
484,0.3310348933642418
485,0.3312495479416881
486,0.33140019839024837
487,0.3313922043983468
488,0.3313763493769399
489,0.33136966371710386
490,0.331526560379935
491,0.3315416102324266
492,0.3316265628614146
493,0.331622793390765
494,0.33157906392326236
495,0.33161873566206496
496,0.3316178782767859
497,0.33154338105765624
498,0.3315912043438102
499,0.3318629697233651
500,0.3318741827731672
501,0.33191829920403604
502,0.3319265687167757
503,0.3319166335307513
504,0.3318842756225847
505,0.33188786394660796
506,0.3318598352508416
507,0.3319392764561511
508,0.3326644351100886
509,0.3328364972784972
510,0.3327439073612088
511,0.33269710347270615
512,0.33257654040240664
513,0.3325715639538455
514,0.33251318129036905
515,0.3325158637352999
516,0.33273735819943195
517,0.33271204289594136
518,0.33262554857541854
519,0.3325481225175131
520,0.33259479805046593
521,0.3326158504863237
522,0.33254777869401286
523,0.33229559272082576
524,0.33222174254480574
525,0.33216660983618645
526,0.3321434116105414
527,0.33212860165720387
528,0.3320844176504971
529,0.3320660162262709
530,0.3320633377763431
531,0.3320754729750152
532,0.33230045796038526
533,0.3323318535270606
534,0.3323922511441189
535,0.33231890076506915
536,0.3320935752931715
537,0.33208227713551347
538,0.33210515012000413
539,0.33224231934419124
540,0.33248780092203223
541,0.332519963814908
542,0.33249042461642847
543,0.3325018360062777
544,0.3325022299123364
545,0.3325126562533388
546,0.33248720505296137
547,0.3326143378982696
548,0.33263065663012925
549,0.3326090636095107
550,0.33262808048878556
551,0.3326383688558902
552,0.3326365757082415
553,0.3325846332795404
554,0.3326699621830686
555,0.3326717845142935
556,0.3327064725924307
557,0.332703799259337
558,0.3327203456084449
559,0.33304484707847404
560,0.3330463073478494
561,0.33305265235573545
562,0.3329258789031185
563,0.33294683961061794
564,0.33296794310523475
565,0.33291908308864543
566,0.3329516357785193
567,0.3329549051404289
568,0.33293245152393003
569,0.33293515625193887
570,0.3329557725912081
571,0.332972782540237
572,0.3329656615267538
573,0.3329546380512439
574,0.3329594371374155
575,0.3332633484430788
576,0.33334993102564253
577,0.3333850870110013
578,0.333316052846288
579,0.33330000020346356
580,0.33330426179237466
581,0.33337585700274
582,0.3336757531855756
583,0.33372029499326583
584,0.3337160849170099
585,0.3337120426784156
586,0.3337406698559839
587,0.33375917608642414
588,0.3337375853844011
589,0.33374245819138837
590,0.33375320109356205
591,0.3337031849965357
592,0.33370402332809945
593,0.33368505894223444
594,0.33364213979873886
595,0.3336425736987263
596,0.33366163711710717
597,0.33397306681486955
598,0.3340445199675459
599,0.33404681910915723
600,0.3340306292917779
